avg_loser,avg_winner,completed,footnote,gross_pnl,hit_rate,hold_sessions,intended,legacy_id,max_drawdown_dollars,mean_gross_exposure,modeled_net,peak_gross_exposure,profit_factor,quantity_panel,split,strategy,variant,worst_day
-335.52,366.96,216,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",7754.44,0.5139,1,216,PARENT,-12681.75,3429.22,5502.98,31956.02,1.1562,LEGACY_FILL_QTY,OOS,Winner-Fade Short,Equal-Dollar Short,-3823.5
-337.28,520.4,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",22341.56,0.5023,2,216,PARENT,-17989.13,10329.84,20113.99,39567.38,1.5573,LEGACY_FILL_QTY,OOS,Winner-Fade Short,Equal-Dollar Short,-3780.46
-385.54,615.32,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",35426.48,0.5395,3,216,PARENT,-15470.01,13654.12,33208.94,39567.38,1.8701,LEGACY_FILL_QTY,OOS,Winner-Fade Short,Equal-Dollar Short,-3780.46
-446.59,712.76,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",36055.49,0.5209,4,216,PARENT,-20651.34,16801.13,33830.73,39913.85,1.7355,LEGACY_FILL_QTY,OOS,Winner-Fade Short,Equal-Dollar Short,-3780.46
-490.43,722.12,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",39862.72,0.5488,5,216,PARENT,-18905.52,19944.26,37638.81,71828.97,1.7912,LEGACY_FILL_QTY,OOS,Winner-Fade Short,Equal-Dollar Short,-3780.46
-540.47,793.96,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",46149.57,0.5581,6,216,PARENT,-23295.19,23070.19,43931.48,72745.55,1.8556,LEGACY_FILL_QTY,OOS,Winner-Fade Short,Equal-Dollar Short,-4639.8
-527.12,906.82,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",56651.61,0.5442,7,216,PARENT,-24349.16,26169.72,54440.12,75656.1,2.0539,LEGACY_FILL_QTY,OOS,Winner-Fade Short,Equal-Dollar Short,-4594.19
-548.69,938.97,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",65728.67,0.5674,8,216,PARENT,-22445.38,29228.73,63526.52,75656.1,2.2449,LEGACY_FILL_QTY,OOS,Winner-Fade Short,Equal-Dollar Short,-4594.19
-549.24,979.34,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",72127.84,0.5721,9,216,PARENT,-19132.99,32157.97,69928.65,75656.1,2.3839,LEGACY_FILL_QTY,OOS,Winner-Fade Short,Equal-Dollar Short,-4594.19
-637.67,1036.12,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",65959.24,0.5581,10,216,PARENT,-23322.81,35066.88,63755.49,104365.23,2.0524,LEGACY_FILL_QTY,OOS,Winner-Fade Short,Equal-Dollar Short,-4871.15
-273.61,333.86,416,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",21065.36,0.5168,1,416,PARENT,-12525.36,6604.11,16783.41,31956.02,1.3052,LEGACY_FILL_QTY,ALL,Winner-Fade Short,Equal-Dollar Short,-3823.5
-323.41,491.43,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",48484.7,0.5277,2,416,PARENT,-10137.84,16626.58,44234.15,39567.38,1.6978,LEGACY_FILL_QTY,ALL,Winner-Fade Short,Equal-Dollar Short,-3780.46
-382.51,580.52,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",62180.2,0.5422,3,416,PARENT,-9290.31,23021.6,57938.7,39567.38,1.7972,LEGACY_FILL_QTY,ALL,Winner-Fade Short,Equal-Dollar Short,-3780.46
-443.07,664.83,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",61899.48,0.5253,4,416,PARENT,-12709.77,29236.91,57648.34,39913.85,1.6605,LEGACY_FILL_QTY,ALL,Winner-Fade Short,Equal-Dollar Short,-3780.46
-491.22,699.75,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",68358.96,0.5422,5,416,PARENT,-12701.34,35451.97,64111.24,71828.97,1.6869,LEGACY_FILL_QTY,ALL,Winner-Fade Short,Equal-Dollar Short,-3780.46
-521.05,758.1,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",82205.84,0.5542,6,416,PARENT,-16009.43,41639.26,77968.86,72745.55,1.8089,LEGACY_FILL_QTY,ALL,Winner-Fade Short,Equal-Dollar Short,-4639.8
-546.66,819.63,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",91614.91,0.5542,7,416,PARENT,-15267.76,47770.03,87382.72,75656.1,1.8641,LEGACY_FILL_QTY,ALL,Winner-Fade Short,Equal-Dollar Short,-7173.61
-548.28,863.0,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",111152.47,0.5711,8,416,PARENT,-15303.82,53864.63,106938.02,75656.1,2.0957,LEGACY_FILL_QTY,ALL,Winner-Fade Short,Equal-Dollar Short,-7135.84
-566.53,929.02,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",116072.57,0.559,9,416,PARENT,-16438.78,59787.8,111857.8,105311.18,2.0789,LEGACY_FILL_QTY,ALL,Winner-Fade Short,Equal-Dollar Short,-7135.84
-616.17,993.87,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",109158.33,0.5398,10,416,PARENT,-18004.9,65696.51,104938.02,107497.38,1.8917,LEGACY_FILL_QTY,ALL,Winner-Fade Short,Equal-Dollar Short,-7135.84
-205.56,298.27,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",13313.56,0.52,1,200,PARENT,-2158.12,3173.36,11286.74,32034.25,1.572,CAUSAL_PREORDER_QTY,IS,Winner-Fade Short,Equal-Dollar Short,-2077.54
-306.73,462.38,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",26044.88,0.555,2,200,PARENT,-4542.66,6293.67,24025.52,33983.06,1.8801,CAUSAL_PREORDER_QTY,IS,Winner-Fade Short,Equal-Dollar Short,-3576.35
-379.45,542.22,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",26591.87,0.545,3,200,PARENT,-6434.66,9363.26,24571.46,34734.05,1.7116,CAUSAL_PREORDER_QTY,IS,Winner-Fade Short,Equal-Dollar Short,-3535.73
-439.77,612.71,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",25630.92,0.53,4,200,PARENT,-5381.58,12430.67,23608.09,35532.77,1.5711,CAUSAL_PREORDER_QTY,IS,Winner-Fade Short,Equal-Dollar Short,-3535.73
-492.14,674.1,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",28380.17,0.535,5,200,PARENT,-7780.91,15501.91,26359.96,63537.4,1.5759,CAUSAL_PREORDER_QTY,IS,Winner-Fade Short,Equal-Dollar Short,-3535.73
-500.57,718.16,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",35961.26,0.55,6,200,PARENT,-7970.49,18562.2,33946.02,68236.32,1.7535,CAUSAL_PREORDER_QTY,IS,Winner-Fade Short,Equal-Dollar Short,-3535.73
-568.89,728.11,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",34800.14,0.565,7,200,PARENT,-8235.84,21592.28,32783.02,68236.32,1.6624,CAUSAL_PREORDER_QTY,IS,Winner-Fade Short,Equal-Dollar Short,-7178.46
-548.18,780.93,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",45220.64,0.575,8,200,PARENT,-10438.78,24626.99,43211.91,68236.32,1.9274,CAUSAL_PREORDER_QTY,IS,Winner-Fade Short,Equal-Dollar Short,-7140.56
-584.28,869.19,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",43584.67,0.545,9,200,PARENT,-13788.19,27620.19,41572.53,68236.32,1.7819,CAUSAL_PREORDER_QTY,IS,Winner-Fade Short,Equal-Dollar Short,-7140.56
-595.26,941.96,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",42832.24,0.52,10,200,PARENT,-14264.5,30619.9,40819.13,95956.19,1.7143,CAUSAL_PREORDER_QTY,IS,Winner-Fade Short,Equal-Dollar Short,-7140.56
-335.61,365.75,216,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",7603.37,0.5139,1,216,PARENT,-12848.98,3428.01,5359.69,32018.94,1.1521,CAUSAL_PREORDER_QTY,OOS,Winner-Fade Short,Equal-Dollar Short,-3859.8
-337.07,519.48,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",22257.46,0.5023,2,216,PARENT,-17999.31,10260.15,20037.55,39541.57,1.5556,CAUSAL_PREORDER_QTY,OOS,Winner-Fade Short,Equal-Dollar Short,-3816.71
-385.44,614.6,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",35343.92,0.5395,3,216,PARENT,-15452.76,13583.87,33134.05,39541.57,1.8683,CAUSAL_PREORDER_QTY,OOS,Winner-Fade Short,Equal-Dollar Short,-3816.71
-446.44,711.73,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",35947.18,0.5209,4,216,PARENT,-20609.61,16730.35,33730.11,39829.65,1.7335,CAUSAL_PREORDER_QTY,OOS,Winner-Fade Short,Equal-Dollar Short,-3816.71
-490.21,720.69,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",39706.92,0.5488,5,216,PARENT,-18873.34,19873.05,37490.66,71685.73,1.7884,CAUSAL_PREORDER_QTY,OOS,Winner-Fade Short,Equal-Dollar Short,-3816.71
-540.15,792.5,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",45995.62,0.5581,6,216,PARENT,-23248.77,22998.76,43785.18,72660.2,1.8533,CAUSAL_PREORDER_QTY,OOS,Winner-Fade Short,Equal-Dollar Short,-4658.58
-527.08,905.52,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",56496.28,0.5442,7,216,PARENT,-24296.51,26098.05,54292.47,75604.24,2.0511,CAUSAL_PREORDER_QTY,OOS,Winner-Fade Short,Equal-Dollar Short,-4612.9
-548.92,937.72,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",65547.39,0.5674,8,216,PARENT,-22405.08,29156.83,63352.89,75604.24,2.241,CAUSAL_PREORDER_QTY,OOS,Winner-Fade Short,Equal-Dollar Short,-4612.9
-549.53,977.95,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",71922.77,0.5721,9,216,PARENT,-19114.25,32085.35,69731.22,75604.24,2.3793,CAUSAL_PREORDER_QTY,OOS,Winner-Fade Short,Equal-Dollar Short,-4612.9
-637.55,1034.56,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",65776.12,0.5581,10,216,PARENT,-23289.36,34993.6,63580.03,104177.77,2.0497,CAUSAL_PREORDER_QTY,OOS,Winner-Fade Short,Equal-Dollar Short,-4849.49
-273.49,333.11,416,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",20916.93,0.5168,1,416,PARENT,-12544.89,6601.37,16646.43,32034.25,1.3028,CAUSAL_PREORDER_QTY,ALL,Winner-Fade Short,Equal-Dollar Short,-3859.8
-323.29,490.54,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",48302.34,0.5277,2,416,PARENT,-10123.83,16553.82,44063.07,39541.57,1.6954,CAUSAL_PREORDER_QTY,ALL,Winner-Fade Short,Equal-Dollar Short,-3816.71
-382.57,579.53,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",61935.79,0.5422,3,416,PARENT,-9324.28,22947.13,57705.51,39541.57,1.7939,CAUSAL_PREORDER_QTY,ALL,Winner-Fade Short,Equal-Dollar Short,-3816.71
-443.26,663.58,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",61578.09,0.5253,4,416,PARENT,-12701.7,29161.02,57338.19,39829.65,1.6566,CAUSAL_PREORDER_QTY,ALL,Winner-Fade Short,Equal-Dollar Short,-3816.71
-491.15,698.53,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",68087.09,0.5422,5,416,PARENT,-12721.17,35374.96,63850.62,71685.73,1.6842,CAUSAL_PREORDER_QTY,ALL,Winner-Fade Short,Equal-Dollar Short,-3816.71
-520.89,756.94,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",81956.88,0.5542,6,416,PARENT,-15978.64,41560.96,77731.2,72660.2,1.8066,CAUSAL_PREORDER_QTY,ALL,Winner-Fade Short,Equal-Dollar Short,-4658.58
-546.74,818.36,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",91296.42,0.5542,7,416,PARENT,-15243.09,47690.33,87075.49,75604.24,1.8609,CAUSAL_PREORDER_QTY,ALL,Winner-Fade Short,Equal-Dollar Short,-7178.46
-548.56,861.64,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",110768.03,0.5711,8,416,PARENT,-15299.14,53783.82,106564.8,75604.24,2.0914,CAUSAL_PREORDER_QTY,ALL,Winner-Fade Short,Equal-Dollar Short,-7140.56
-566.81,926.85,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",115507.44,0.559,9,416,PARENT,-16600.21,59705.53,111303.75,105209.54,2.0731,CAUSAL_PREORDER_QTY,ALL,Winner-Fade Short,Equal-Dollar Short,-7140.56
-616.3,991.57,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",108608.36,0.5398,10,416,PARENT,-18157.03,65613.49,104399.17,107386.33,1.8869,CAUSAL_PREORDER_QTY,ALL,Winner-Fade Short,Equal-Dollar Short,-7140.56
